FRESNE LE PLAN;241;120
PAUSSAC ET ST VIVIEN;388;193
NEUVILLE DAY;345;169
ADON;299;148
BRETEIL;459;229
MOULINS ENGILBERT;251;126
UHRWILLER;241;121
CHAUVIGNE;712;354
VIC LE COMTE;347;173
CHAUMONT SUR AIRE;306;153
JAVREZAC;706;353
LADEVEZE VILLE;176;89
TREILLIERES;690;342
LAGEON;506;255
ST ANDRE DE SEIGNANX;364;182
MAGRIN;383;191
MONTARDIT;437;218
PUYBEGON;374;189
BOSSELSHAUSEN;240;121
MORAS EN VALLOIRE;349;172
MAZEYRAT D ALLIER;298;149
COURTHIEZY;270;135
DOVILLE;391;197
PERELLI;66;31
LABASTIDE MONREJEAU;371;185
MINGOT;316;159
MONTMAIN;585;291
ST AUBAN SUR L OUVEZE;546;273
NOIDAN;261;132
LA CADIERE D AZUR;655;318
AVESNELLES;183;90
GROSBLIEDERSTROFF;609;308
LUZILLE;335;168
BOURBON L ARCHAMBAULT;310;155
TOURNEHEM SUR LA HEM;60;29
BRETTEN;263;134
WALDERSBACH;256;127
LOHEAC;531;267
VEZILLY;260;130
OISY LE VERGER;120;61
BALLAINVILLIERS;134;67
ST MARTIN EN HAUT;361;181
BUICOURT;267;133
TANCROU;241;120
ESTEIL;345;172
TOURVILLE SUR SIENNE;471;232
CIGOGNE;352;176
BRETTES;428;215
REMENOVILLE;305;150
HORBOURG WIHR;367;183
THENELLES;184;92
LE COUDRAY ST GERMER;194;94
REPPE;292;146
RUFFEY LE CHATEAU;452;228
ST LAURENT BAINS LAVAL D AURELLE;410;206
CHAUVIGNY;362;182
BAUD;291;147
CLARENS;301;150
FLOGNY LA CHAPELLE;248;124
LE BOIS ROBERT;341;167
LANTILLAC;329;164
AMPRIANI;51;24
LESIGNAC DURAND;355;177
VERDESE;20;10
MORACHES;313;157
ST MARTIN CHOQUEL;95;48
MARAVAT;201;101
SOUILHE;333;168
UZAN;369;184
DOMMARTIN LE COQ;181;91
UTTWILLER;248;125
MIMEURE;286;142
PONT DU NAVOY;484;243
ROMELFING;281;138
NIDERHOFF;279;141
LORENTZEN;328;163
BAZEGNEY;141;70
BLETTERANS;381;192
ST SENIER SOUS AVRANCHES;301;151
ST DENIS LES MARTEL;325;164
LE MIROIR;359;180
GARCHES;166;83
ST EGREVE;606;303
RONNET;272;136
ABLON SUR SEINE;152;76
ST PIERRE EN PORT;321;165
BIERMONT;185;93
MESPLEDE;415;209
ST THOMAS;448;223
BLAINCOURT SUR AUBE;281;140
ST GERMAIN DES PRES;1500;752
VALJOUZE;336;170
BROZE;161;81
PREVOCOURT;320;161
LA NEUVILLE AUX BOIS;298;150
LES TROIS LACS;284;142
OSCHES;325;160
GUITALENS L ALBAREDE;362;181
GRIES;149;76
VY LES RUPT;273;137
VANVILLE;299;149
ST JEAN DES OLLIERES;362;182
THUILLEY AUX GROSEILLES;289;145
ST DENIS DE CABANNE;336;168
COULANGES LES NEVERS;235;119
MARLIENS;282;142
PYS;140;72
BENIVAY OLLON;279;140
PLEGUIEN;336;165
MERRY SUR YONNE;276;137
VAUREILLES;296;147
HIBARETTE;367;182
COMPIGNY;275;138
SAUVIGNY LE BEUREAL;302;151
OREILLA;251;126
CONNERRE;332;167
VILLERS SOUS PAREID;332;168
BARBAS;286;141
PAZIOLS;310;154
CONDE SUR MARNE;325;163
CASTANET;1108;555
HARDENCOURT COCHEREL;151;75
BICHES;266;134
GAUCIEL;343;171
LUPPE VIOLLES;397;198
NOREUIL;148;74
MOTREFF;195;96
PORTE PUYMORENS;294;143
LUITRE DOMPIERRE;518;257
CRANNES EN CHAMPAGNE;394;196
REVEST DU BION;593;294
VERNEUIL SUR SEINE;247;123
ESBARRES;297;149
CHAZEY BONS;355;177
CALONNE SUR LA LYS;113;59
CHAMPEY;296;148
VILLENNES SUR SEINE;261;132
ARSAC;1060;529
RUNGIS;234;116
MONTARGIS;279;139
MARZENS;318;158
LA CHAPELLE UREE;520;258
TORXE;844;422
PROIX;206;101
PAILLE;606;303
CELLES;2072;1037
VAUTEBIS;470;235
ST MALO;825;417
ARDES;324;164
CARSAC DE GURSON;459;229
BERGNICOURT;289;147
MERY LA BATAILLE;221;111
GIVREZAC;851;427
ECAUVILLE;360;180
PAILLOLES;367;183
FREJEVILLE;381;191
ERNESTVILLER;573;292
CAUTERETS;301;158
LIANCOURT;232;117
BARBAZAN;304;153
YOLET;314;157
CAUREL;611;303
VILLETRITOULS;215;107
SERVANCHES;484;243
AUBAREDE;360;180
ST PRIEST TAURION;332;165
FUISSE;347;173
NORT LEULINGHEM;30;15
LAIGNELET;677;336
ST YZAN DE SOUDIAC;701;350
ST CHAFFREY;1238;614
BERTAUCOURT EPOURDON;243;125
GLENAT;358;180
BRENOD;474;240
LES CLUSES;193;103
GUINDRECOURT SUR BLAISE;277;138
CHAOURSE;275;137
SAILLY LAURETTE;161;81
ECOUVIEZ;660;330
HOMBLEUX;207;103
LA RONDE;925;454
MONCAYOLLE LARRORY MENDIBIEU;484;240
GONNEHEM;113;56
GLENAY;530;266
BUREY EN VAUX;313;158
PAILLY;332;168
ST AUBIN DE BLAYE;902;450
MOYDANS;589;295
COURNON D AUVERGNE;296;149
GOURNAY SUR MARNE;287;145
COYE LA FORET;271;136
ST GERMAIN LE VIEUX;395;197
LINDEBEUF;341;171
BALLAISON;741;370
BRENON;687;344
GUIPY;262;131
ST MEARD;309;155
ST MARTIN LAGUEPIE;356;177
GUERSTLING;534;268
ST MAURICE L EXIL;402;201
LES MAGES;490;245
ST PONS LA CALM;614;308
COLOMBEY LES DEUX EGLISES;320;160
CHICHILIANNE;684;344
CORBENY;281;141
BAVENT;668;333
ST ARAILLE;332;167
MAREUIL EN PERIGORD;347;173
ST MARTIAL DE MIRAMBEAU;908;454
BENEJACQ;512;264
NIMES;1374;687
AMNE;399;200
VONCQ;336;164
GALINAGUES;304;151
EYGALIERS;624;311
SYLVAINS LES MOULINS;255;127
ST PAUL;3439;1713
ST ALBAN DE MONTBEL;554;278
BROUVILLE;124;62
TAGSDORF;107;54
BRUYS;243;120
INTVILLE LA GUETARD;235;118
LA CHAPELLE SUR DUN;367;188
LES RIVES;567;284
RANDEVILLERS;342;173
POTELIERES;257;129
LE PORTEL;35;20
LANGATTE;245;122
ASPET;384;194
ATHIES;277;138
FESTES ET ST ANDRE;350;175
MATHIEU;640;311
SEBY;167;83
LESDAIN;154;76
LA CHAPELLE ST MARTIN;585;292
BOYNES;255;128
LE POUJOL SUR ORB;543;273
CODOGNAN;1213;602
GREGES;369;184
AUMERVAL;91;45
TRAMONT ST ANDRE;108;53
CHAPELLE SPINASSE;317;158
COLLEGIEN;287;142
CAULNES;445;229
ST LAURENT DE CHAMOUSSET;279;139
TREIGNAC;318;159
ST GEORGES LES LANDES;374;187
VERDETS;721;347
GUCHAN;357;180
LE TARTRE GAUDRAN;132;67
GISY LES NOBLES;242;122
MONCLAR D ARMAGNAC;404;200
BOUILLY;444;222
STE OPPORTUNE;409;204
BERRIEUX;167;81
ST ANDEOL;1030;514
SEPTFONDS;410;203
LANGUEDIAS;478;236
ST BRICE;2725;1366
LA BASTIDE DE BOUSIGNAC;327;163
DOMBASLE DEVANT DARNEY;322;162
ROCHE LA MOLIERE;310;154
BAYONNE;299;151
VAL D OUST;426;212
LANCE;304;151
MORIENVAL;253;126
LITTEAU;435;218
PUITS;304;153
COURTENAY;697;349
MOIRAX;422;213
MARGERIDES;349;174
AINGOULAINCOURT;311;156
NOTRE DAME DE BOISSET;340;170
LIMONS;283;140
BUDING;584;289
VILLAUDRIC;370;185
REJAUMONT;736;369
NIOZELLES;695;346
CAPENDU;424;210
VAUBEXY;300;149
HUIRON;140;70
VETRAZ MONTHOUX;591;296
TREIGNAT;324;163
ARGET;218;111
ESCLES ST PIERRE;190;93
LE CLAUX;364;182
EMERCHICOURT;131;65
ST CIERS CHAMPAGNE;571;286
AGENVILLE;114;57
BONNEVEAU;322;161
BEAUVILLIERS;559;277
LIMONY;204;103
LA VINEUSE SUR FREGANDE;295;147
STE TERRE;581;291
TRIZAY LES BONNEVAL;289;145
JAU DIGNAC ET LOIRAC;1537;771
FEINS;566;285
MACLAS;384;192
COURTEIX;329;165
FREISTROFF;581;289
LACHELLE;224;110
PUGET SUR ARGENS;683;339
FROHEN SUR AUTHIE;103;51
BONNEUIL EN FRANCE;286;144
RIUPEYROUS;353;175
GENOUILLE;1334;669
EPPEVILLE;94;47
FRONTIGNAN;738;353
BRESSUIRE;499;248
SARBAZAN;534;269
SAMPANS;302;150
BORRE;36;17
FLIPOU;152;75
AMAILLOUX;590;295
PLOUNEVEZ QUINTIN;262;130
BOHAS MEYRIAT RIGNAT;363;181
ST VAAST EN CAMBRESIS;96;48
PROVERVILLE;283;142
CHATEAU LARCHER;421;210
MARCHAUX CHAUDEFONTAINE;387;194
GRATTERY;315;157
AZINCOURT;53;27
LE TRANSLOY;152;75
PEAULE;489;243
MEAUZAC;395;196
ST ETIENNE LES ORGUES;585;293
QUESTEMBERT;399;200
CAMBRONNE LES RIBECOURT;261;130
CHEVINAY;327;162
LONGECOURT EN PLAINE;340;171
UGNY LE GAY;224;112
LICEY SUR VINGEANNE;291;147
AUGNE;305;153
VILLEBICHOT;314;158
SANOUS;351;174
ST ADJUTORY;370;185
SALPERWICK;66;34
CHANCEAUX PRES LOCHES;337;168
CHATELAILLON PLAGE;1748;879
PONT AUTHOU;336;167
BOUZERON;306;153
MELSHEIM;196;98
QUESSOY;394;194
LA BATHIE;937;474
GENOUILLY;598;299
SOMMEVAL;225;114
BUDELIERE;267;134
BARNAS;434;218
PONTENX LES FORGES;1233;618
RIEUX VOLVESTRE;384;190
LA HOUSSAYE BERANGER;319;161
LESNEVEN;113;56
JARNOSSE;322;162
VENIZEL;287;144
VILLEGAUDIN;363;182
VILLEJOUBERT;466;233
ESTREES ST DENIS;232;115
ST GERVAIS D AUVERGNE;328;164
ST CALEZ EN SAOSNOIS;354;176
DURANUS;389;195
PEAULT;1075;535
CAYLUS;394;197
CREUTZWALD;737;380
TOURETTE DU CHATEAU;451;225
BARNAY;277;138
TRICHEY;294;147
CERIZY;236;118
CULLES LES ROCHES;341;170
VELENNES;397;199
NEUVY BOUIN;466;233
VALLONS DE L ERDRE;624;313
ANGERVILLE LA CAMPAGNE;352;176
HERMELINGHEN;64;32
AUBILLY;246;123
FELDKIRCH;372;185
COUTANSOUZE;237;120
LEMPDES SUR ALLAGNON;320;160
LE HINGLE;572;286
LA MOTTE ST MARTIN;560;278
LE KREMLIN BICETRE;73;36
DUNIERE SUR EYRIEUX;414;207
AUGNY;317;161
CENDRECOURT;313;157
LABASTIDE SUR BESORGUES;352;177
VAUX SAULES;330;165
LONGVILLIERS;328;166
AUDON;495;247
SAVIGNIES;215;109
MELZ SUR SEINE;277;138
BALADOU;327;163
LIGNEVILLE;282;141
SAN GAVINO DI FIUMORBO;150;70
LES AUTHIEUX DU PUITS;341;171
FELLERING;332;164
SCHOENENBOURG;200;98
VEZELAY;250;125
POUILLY EN AUXOIS;280;140
NARNHAC;353;176
TAILLY L ARBRE A MOUCHES;105;53
KESKASTEL;358;178
PARMILIEU;397;198
URIMENIL;261;131
PRESSINS;450;225
ST MADEN;541;272
LES GRANGES;261;130
CAMBURAT;349;175
SIOUVILLE HAGUE;274;138
CLERMONT FERRAND;259;127
LONGUEIL;367;184
SARCELLES;230;113
CORROMBLES;264;131
MONETAY SUR LOIRE;297;147
AMOU;424;214
TESSY BOCAGE;399;201
ERCHES;183;93
LA ROQUILLE;366;184
HANCHES;323;161
CRISENOY;262;127
ST MICHEL EN BRENNE;295;148
MAGNY LE HONGRE;237;120
PUYSSEGUR;337;170
ERCHEU;196;98
GENSAC;1166;587
DOMBROT LE SEC;347;174
BOUILHONNAC;415;207
ST JEAN DU CASTILLONNAIS;476;236
MULHOUSE;405;204
CAHUZAC;1062;530
BLOIS;318;159
MORILLON;889;438
HIRSCHLAND;233;117
SIGNEVILLE;256;128
COCQUEREL;189;95
DONNAZAC;389;195
NEUILLY EN DUN;310;155
BOURG;353;177
ST JUNIEN LES COMBES;344;172
ECHEMINES;290;144
FERNOEL;290;144
MAILLERONCOURT ST PANCRAS;299;149
MISSIRIAC;416;206
VIGNEULLES LES HATTONCHATEL;347;175
ANROSEY;326;160
RAPEY;268;135
PRADIERES;368;183
BURDIGNES;314;157
BAILLY EN RIVIERE;421;215
VERNOU LA CELLE SUR SEINE;293;146
GIMEL LES CASCADES;313;156
ORLIENAS;335;167
CORTAMBERT;304;152
ARZENS;352;177
HAUBAN;441;223
TORTERON;302;151
VELU;154;77
LACROIX SUR MEUSE;307;155
ST DESIR;419;210
GRAMOND;349;175
ST JULIEN DE TOURSAC;175;87
HARDRICOURT;301;150
DIESEN;564;282
NIEDERSTINZEL;241;121
AVAUX;277;139
MONTREUIL SUR MAINE;501;248
FREMENIL;265;134
BOURS;471;233
BOSQUENTIN;115;56
MERGEY;310;156
FEULE;340;170
BAUDEMONT;288;145
UCHON;301;150
BERCLOUX;646;323
LAGRACE DIEU;312;157
RAON LES LEAU;295;147
CLOHARS FOUESNANT;136;63
LA CROIX AUX BOIS;315;157
LES COTEAUX PERIGOURDINS;376;188
LEERS;63;36
AMMERSCHWIHR;325;164
LE MENE;418;208
LIMETZ VILLEZ;314;156
NEUVILLE EN AVESNOIS;160;81
MAISON ROLAND;148;75
SAIRES;355;178
LES ISLETTES;277;139
ROQUEVIDAL;362;181
LAUGNAC;407;203
ST ALBAN AURIOLLES;461;231
SOCOURT;272;134
MESSEIN;305;153
BUXIERES SOUS MONTAIGUT;271;135
ST ANDRE EN VIVARAIS;342;171
FRAMECOURT;127;63
MESVES SUR LOIRE;298;149
GRAMONT;390;193
REAL;292;146
BELFORET EN PERCHE;360;181
LA BAFFE;291;146
ST GILDAS DES BOIS;597;298
MENETREUX LE PITOIS;266;134
DOMLOUP;539;270
FONTENAY ST PERE;300;149
ILE D ARZ;381;192
PLEINE SELVE;1110;556
MESSEI;474;236
MESSEIX;386;192
BOUVAINCOURT SUR BRESLE;226;113
FOURCHAMBAULT;255;128
LAGERY;259;129
QUESQUES;56;29
LES BORDES;1112;554
GRAND FAILLY;544;269
REAU;282;139
LEBUCQUIERE;143;71
CASTETPUGON;341;171
MEYRIEUX TROUET;503;251
RICHEVILLE;141;72
DRAMBON;325;164
MEZIERES EN BRENNE;312;154
AAST;396;198
MEDONVILLE;286;142
THOUARS;476;238
LA SELLE LA FORGE;423;212
CORBELIN;488;245
LA CHAPELLE ANTHENAISE;414;207
LANDECOURT;279;139
MEXIMIEUX;373;186
LE VIVIER;308;151
CARHAIX PLOUGUER;244;119
VEYRIGNAC;155;78
MARMAGNE;862;432
ST PRIEST LA ROCHE;295;149
ST MARTIN LA MEANNE;333;168
NEUVE MAISON;283;140
NEUFVILLAGE;308;153
ARMES;269;134
ESTILLAC;207;105
EQUEVILLON;573;286
MEUDON;258;127
SISTELS;384;192
ST AFFRIQUE LES MONTAGNES;419;210
CHAUVINCOURT PROVEMONT;245;125
TREGUENNEC;91;40
LAURENAN;371;185
LE PETIT CELLAND;544;271
LES CORVEES LES YYS;343;170
BAYENCOURT;68;34
ST SAUD LACOUSSIERE;394;197
MORVILLERS ST SATURNIN;214;106
VAL CENIS;595;300
OLEAC DEBAT;331;165
LOGELHEIM;189;94
CHALAIS;1666;835
LAYRAC;379;191
LE ROUGET PERS;300;152
CUBIERES;453;227
COLOMBIER LE CARDINAL;402;202
MONTJUSTIN ET VELOTTE;328;163
BRANDO;66;35
LE MONTAT;362;181
AUBENTON;389;194
CAHAN;410;204
LOON PLAGE;39;21
CLAMECY;513;256
EQUILLY;817;409
COUDOUX;794;394
FELON;155;77
LES VILLAGES VOVEENS;293;146
ST JUST LE MARTEL;317;158
AURILLAC;333;165
GONDENANS MONTBY;316;157
BOURNIQUEL;416;208
ST CHAMASSY;341;171
ST MAURICE LE GIRARD;659;330
SAVIGNE L EVEQUE;325;163
THIEFOSSE;332;169
CHATEL GERARD;256;127
GOURGANCON;343;173
MOLIERES;1094;543
BOUCHAVESNES BERGEN;166;83
ST PIERREMONT;809;406
FESSENHEIM LE BAS;126;63
VERNEUIL SUR INDRE;335;168
SAINTRY SUR SEINE;146;73
FRANSART;89;43
THOLLON LES MEMISES;502;257
PECHS DE L ESPERANCE;355;178
BRAIN SUR ALLONNES;438;219
MONTMARTIN SUR MER;811;402
VILLAGES DU LAC DE PALADRU;473;237
ARTOLSHEIM;176;88
BAURECH;706;354
LANARVILY;115;58
REPARSAC;578;288
NIEULLE SUR SEUDRE;1554;781
LA GRANDE RESIE;356;177
ST ROMAIN DE COLBOSC;393;199
LANET;275;136
ARGENCES;498;248
LALINDE;330;166
EYBOULEUF;325;162
GRENEVILLE EN BEAUCE;268;134
LA HAYE D ECTOT;299;149
LE BARBOUX;503;255
BUCQUOY;150;73
CRIQUIERS;271;136
GRUES;1342;678
BOUST;447;220
AUBAZINES;348;175
FLEURINES;237;118
FONTAINE CHAALIS;241;122
COUBRON;262;132
ST PIERRE D ALBIGNY;659;329
SINGLEYRAC;250;124
NEUNG SUR BEUVRON;296;149
CASTANDET;433;215
ESPANES;302;151
GUISE;214;107
INTREVILLE;314;156
CARLAT;321;161
MONTREJEAU;339;170
LA CHAPELLE ENCHERIE;285;141
NEUVE CHAPELLE;147;71
FOUQUEBRUNE;421;212
CASTELLO DI ROSTINO;105;52
ERONDELLE;109;54
ST MAURICE PRES PIONSAT;263;131
FONTENAY SUR MER;279;140
ST LOUP EN CHAMPAGNE;288;145
CAMPAGNE D ARMAGNAC;355;178
RAMONVILLE ST AGNE;361;180
MONTILS;760;380
MUSSY SUR SEINE;293;147
ESCOUTOUX;279;138
RUFFIEUX;522;260
NESLE HODENG;253;127
LAVARDENS;383;195
NEUVILLE EN VERDUNOIS;308;151
SURFONTAINE;180;90
VINANTES;236;118
VAUX SUR MER;1412;700
LA MAXE;340;169
XOUAXANGE;124;63
JAUZE;303;151
RISOUL;869;428
LA BARBEN;729;362
PLEINE SEVE;359;183
LA TRINITE DE REVILLE;359;178
QUINCY LE VICOMTE;253;126
CHASTEL NOUVEL;352;176
LA CHAPELLE DE LA TOUR;461;230
EVIN MALMAISON;95;47
HAUTEVILLE LES DIJON;304;152
LABATUT;586;291
MEYRALS;411;206
LISTRAC DE DUREZE;474;237
DENEZE SOUS DOUE;404;203
DELAIN;312;156
LANDRETHUN LES ARDRES;93;49
GUISY;122;61
RAVEL;291;144
BURGILLE;370;185
BUSWILLER;214;107
ST MAURICE PRES CROCQ;329;165
BAYE;478;239
HAUSSIGNEMONT;184;92
ARTIGUES PRES BORDEAUX;777;389
HERICOURT;442;219
DOMEZAIN BERRAUTE;432;216
ST CALAIS;322;161
LA CHAPELLE THOUARAULT;496;247
SEES;351;176
RAVES;257;128
ARESSY;193;97
FRESQUIENNES;268;134
VAL D ORGER;195;97
VILLERS FRANQUEUX;259;131
MONTAGNY EN VEXIN;278;138
SOUILLE;360;180
GAUJAC;1438;720
LA BARDE;538;269
STE RADEGONDE DES NOYERS;1188;594
CHAZELLES SUR ALBE;303;152
FRESVILLE;337;170
JEUX LES BARD;265;132
ST PIERRE DES LANDES;770;401
AUBESSAGNE;851;424
UZER;729;365
SEEZ;609;306
APPY;200;100
UZES;718;363
LA LANTERNE ET LES ARMONTS;310;152
BRUGHEAS;257;129
CASTILLON EN COUSERANS;496;253
ST ANDEOL DE BERG;480;240
STE CROIX DE QUINTILLARGUES;808;405
LENS LESTANG;434;217
PAMPLIE;602;300
CADAUJAC;730;363
ONCY SUR ECOLE;288;143
VERCOURT;112;58
CLONAS SUR VAREZE;375;187
PEYRENS;316;160
ST GEORGES DE MONTCLARD;401;201
ST PIERRE EN FAUCIGNY;714;359
MONT SOUS VAUDREY;393;197
GAUJAN;300;149
CASTRES GIRONDE;726;363
CORVEISSIAT;414;208
CHANDON;312;157
STE LUCE SUR LOIRE;659;334
LINGEVRES;448;223
LESCHES EN DIOIS;615;308
LAURIERE;322;161
LOUVIE SOUBIRON;587;303
LE BEAUSSET;685;347
LAHAYVILLE;175;86
VAUDEMONT;260;130
MAISONCELLE ST PIERRE;138;69
VILLEY SUR TILLE;332;167
LANEUVELLE;284;142
SAIN BEL;318;158
MARCILLY LE HAYER;260;130
CHABRILLAN;522;260
LE TEMPLE SUR LOT;406;204
ST MARTIN DE FUGERES;374;187
CHAROLLES;336;167
SASSENAGE;573;286
SOUILLY;292;142
CHAMPAGNE ST HILAIRE;391;195
ST PIERRE DU VAL;432;218
GAILLAN EN MEDOC;1479;738
VILLIERS SUR ORGE;125;61
LAMARCHE;261;130
ANCHAMPS;233;118
CHAMBELLAY;582;291
BEAUCAIRE;1538;767
MONTIGNAC LE COQ;432;216
MENESLIES;270;138
BORVILLE;257;128
CHAZELLES SUR LAVIEU;328;165
ALANDO;116;57
GEVINGEY;442;221
ODEREN;289;144
DOULEVANT LE PETIT;139;69
ARDELLES;372;186
CHAMPIS;197;98
SERE EN LAVEDAN;479;233
LOOBERGHE;35;17
CHASTEL ARNAUD;550;276
LES MUJOULS;674;335
GUITTE;484;243
BAGNERES DE BIGORRE;359;179
LEIMBACH;311;153
FALCK;673;345
CHERVEUX;494;246
LE PEYRAT;351;175
BARBEY;233;115
SEBOURG;195;94
ARDIN;640;321
MENSIGNAC;320;160
THOREY SUR OUCHE;278;138
ST ALBAN DES VILLARDS;856;423
EAUNES;306;152
TILLOY LEZ MARCHIENNES;167;83
CHAMBRONCOURT;305;150
ARS SUR FORMANS;352;176
OUIDES;381;191
MONAY;387;192
BENEST;400;198
ST DENIS DU PAYRE;1087;547
LEUBRINGHEN;78;40
ST MAURICE DES NOUES;639;322
HEILLECOURT;278;138
CANTAOUS;187;93
GALERIA;144;78
BLENNES;264;133
LES TROIS DOMAINES;311;155
BLANGERVAL BLANGERMONT;123;63
AVON;686;343
GESTIES;406;214
CURTAFOND;363;182
VALFORET;312;158
ST LEGER DUBOSQ;664;332
BOUTX;494;244
BETHENCOURT SUR SOMME;91;46
LE MENIL VICOMTE;177;88
ROLLEVILLE;481;244
MONTAGNAC LA CREMPSE;408;204
MARCENAIS;716;358
LAVOUTE CHILHAC;334;167
QUIERY LA MOTTE;94;47
AVOT;264;132
FOZIERES;617;309
CORBERE;243;125
BOURGBARRE;511;256
PARAY LE FRESIL;281;140
SAULT ST REMY;265;133
ST MAMET;217;99
VILLEMBITS;299;149
PUY ST VINCENT;1182;592
GOUY EN TERNOIS;123;63
CHAMALIERES;315;157
HEINING LES BOUZONVILLE;573;277
FAUMONT;131;65
SORDE L ABBAYE;212;106
CRASTES;357;180
RAYET;371;185
VANOSC;338;170
STE CATHERINE DE FIERBOIS;381;191
RIVIERE LES FOSSES;301;149
JUSSY;646;324
ST PIERRE CHERIGNAT;348;174
FERON;210;104
BOUMOURT;416;208
SAINTS GEOSMES;325;163
BARON SUR ODON;483;242
LA VILLE AUX DAMES;289;145
LA SOUTERRAINE;327;164
RECY;279;140
OULCHES LA VALLEE FOULON;216;107
LIORAC SUR LOUYRE;392;196
CHARMES LA GRANDE;288;144
UXEGNEY;268;136
LES CHERES;372;188
MONTIGNY LE BRETONNEUX;255;126
HATTIGNY;249;125
LA GENEVRAYE;246;122
VILLEMOUSTAUSSOU;366;185
ARVEYRES;646;324
LA PISSEURE;169;84
CHAVIGNY;365;180
RANRUPT;228;114
TOUET DE L ESCARENE;331;167
LES BILLAUX;634;318
ST LOUIS ET PARAHOU;348;177
AUTREVILLE SUR LA RENNE;312;155
PRADELLES;489;244
BERTRIMONT;276;138
BAILLEUL;677;335
DEVESSET;394;198
NANTHEUIL;351;176
BARZAN;1606;801
MAYRES SAVEL;658;331
LENONCOURT;233;116
VAYRES SUR ESSONNE;253;128
GOETZENBRUCK;434;221
FRANCOULES;348;174
SARROGNA;531;265
NANTEAU SUR LUNAIN;235;118
AUDEUX;189;95
SAVIANGES;290;145
VANDELEVILLE;268;133
LAPENTY;495;250
OUDAN;280;140
ALZING;600;299
CORGNAC SUR L ISLE;359;180
ST CLEMENT DE VALORGUE;344;173
STE GEMME MORONVAL;286;141
MONDONVILLE;370;186
LUBECOURT;167;83
ST ANDRE EN TERRE PLAINE;271;135
GUENIN;345;169
CARCES;927;469
MONTCOY;337;169
TASSILLE;354;178
ISBERGUES;103;51
ST VAAST DIEPPEDALLE;328;164
GUCHEN;318;157
VILLONS LES BUISSONS;610;306
GOLANCOURT;209;104
PIPRIAC;527;263
APACH;418;207
VAUX SUR SOMME;95;48
ST JEAN LASSEILLE;267;129
MAULEON BAROUSSE;285;140
CREYSSAC;418;209
URGOSSE;308;156
COLOMBOTTE;159;80
VILLIERS ST DENIS;141;70
BIDESTROFF;290;145
BOVEE SUR BARBOURE;288;144
MAZAUGUES;981;491
CHAMANT;215;107
NEMOURS;272;136
GERBECOURT ET HAPLEMONT;299;150
STE OUENNE;561;281
LANGE;325;161
INSMING;334;166
MALANGE;344;171
MONCEL LES LUNEVILLE;278;141
VRONCOURT LA COTE;339;170
MONTREUIL SUR ILLE;612;305
ABAUCOURT SUR SEILLE;322;161
TRAMECOURT;47;23
ST GENOU;292;147
HORDAIN;154;77
DOGNEVILLE;318;160
LURCY LEVIS;257;128
MERCEY LE GRAND;368;184
CHATEAUVILAIN;500;249
BIRAC;957;479
GIMEAUX;308;154
OBERVISSE;511;256
ARGIS;473;235
SENONCOURT;328;166
LA CELLE SUR MORIN;219;110
VAL BUECH MEOUGE;664;331
CHEZE;411;207
LA NEUVILLE A MAIRE;373;186
FONTENOY;580;291
CORTRAT;280;140
CHAMPROND EN GATINE;331;165
ST PHILBERT DES CHAMPS;446;222
VIGNOUX SOUS LES AIX;297;148
BEZIERS;834;412
ST BEAUZILE;377;190
SAVIGNY LE SEC;296;148
PELUSSIN;355;178
LOCHES SUR OURCE;302;150
SERRALONGUE;154;77
PINTHEVILLE;322;158
SAUVIGNY;245;123
BIRAN;378;190
ST NICOLAS AUX BOIS;225;110
COURTIEUX;219;108
FAISSAULT;304;153
LANGY;283;142
LA CHAPELLE D ABONDANCE;453;217
CENON;808;403
AUTEUIL;371;187
LIEFFRANS;181;92
MASNIERES;189;96
LES GRANDES LOGES;307;152
BIRAS;407;203
JENLAIN;173;84
PERNES LES FONTAINES;636;318
DAMAS AUX BOIS;284;141
LAPALISSE;331;166
MONTARDON;348;173
NEULETTE;18;9
AMFROIPRET;188;93
QUEDILLAC;410;207
ORSONVILLE;300;150
L HOPITAL SOUS ROCHEFORT;306;152
PLOGOFF;46;19
BELLEVESVRE;377;190
ALLOUIS;244;122
BOSROGER;323;162
HERNICOURT;88;46
VEBRET;336;168
CHEZY;316;158
PAMPELONNE;428;214
L ISLE BOUZON;327;164
PLOUEGAT MOYSAN;288;142
GOUDELANCOURT LES PIERREPONT;247;122
CUBELLES;397;199
JOSAT;335;168
PINDERES;492;246
RACRANGE;332;164
MOLLANS;358;178
BELESTA EN LAURAGAIS;186;94
BELLEUSE;209;105
VORAY SUR L OGNON;213;107
CHAULHAC;354;177
CHATENAY EN FRANCE;208;104
MARTINPUICH;80;40
LA POTERIE CAP D ANTIFER;284;142
HOUDELMONT;274;138
CHATIGNONVILLE;297;148
LA FALAISE;75;37
TILLE;200;99
DOLOMIEU;508;253
DARNIEULLES;268;135
LEDIGNAN;605;303
BETTEMBOS;103;52
LE MESNIL AU VAL;444;218
THIL;1899;949
QUEYRIERES;410;205
PEYSSIES;358;180
LA POTERIE MATHIEU;371;186
FONTRABIOUSE;324;161
SOLIGNAC SUR LOIRE;394;197
CORCELLES EN BEAUJOLAIS;366;183
BRAY ET LU;272;135
OULCHY LE CHATEAU;264;132
ST PIERRE DU VAUVRAY;313;156
ISSENDOLUS;384;192
ST GEORGES EN COUZAN;305;152
